,Brand,Model,Selling_Price,Year,Seller_Type,Owner,KM_Driven,Ex_Showroom_Price
321,Honda,Honda CB Unicorn 150,40000,2014,Individual,1st owner,77592,74295.0
322,Honda,Honda CB Unicorn 150,75000,2013,Individual,1st owner,54000,74295.0
323,Honda,Honda CB Unicorn 150,50000,2013,Individual,1st owner,17000,74295.0
324,Honda,Honda CB Unicorn 150,50000,2016,Individual,1st owner,27000,74295.0
325,Honda,Honda CB Unicorn 150,55000,2017,Individual,1st owner,12000,74295.0
326,Honda,Honda CB Unicorn 150,60000,2017,Individual,1st owner,12652,74295.0
327,Honda,Honda CB Unicorn 150,30000,2010,Individual,1st owner,69000,74295.0
328,Honda,Honda CB Unicorn 150,45000,2016,Individual,2nd owner,50000,74295.0
329,Honda,Honda CB Unicorn 150,55000,2014,Individual,1st owner,10000,74295.0
330,Honda,Honda CB Unicorn 150,30000,2012,Individual,1st owner,32000,74295.0
331,Honda,Honda CB Unicorn 150,42000,2013,Individual,1st owner,38000,74295.0
332,Bajaj,Bajaj Pulsar 150,25000,2010,Individual,2nd owner,26000,75000.0
333,Bajaj,Bajaj Pulsar 150,20000,2010,Individual,1st owner,60000,75000.0
334,Hero,Hero Hunk,20000,2009,Individual,2nd owner,49000,75000.0
335,Bajaj,Bajaj Pulsar 150,10000,2008,Individual,1st owner,92233,75000.0
336,Bajaj,Bajaj Avenger [2015],35000,2011,Individual,1st owner,30000,75502.0
337,Bajaj,Bajaj Avenger [2015],38000,2014,Individual,2nd owner,28243,75502.0
338,Bajaj,Bajaj Avenger [2015],35000,2012,Individual,1st owner,15000,75502.0
339,Bajaj,Bajaj Avenger [2015],65000,2015,Individual,1st owner,26000,75502.0
340,Bajaj,Bajaj Avenger [2015],65000,2010,Individual,1st owner,20000,75502.0
341,Bajaj,Bajaj Avenger [2015],45000,2011,Individual,1st owner,35000,75502.0
342,Bajaj,Bajaj Avenger [2015],60000,2015,Individual,2nd owner,16000,75502.0
343,Hero,Hero Xtreme [2013-2014],25000,2013,Individual,1st owner,24000,75936.0
344,Hero,Hero Xtreme [2013-2014],45000,2013,Individual,1st owner,57000,75936.0
345,Honda,Honda CB Trigger,40000,2015,Individual,1st owner,75000,76572.0
346,Honda,Honda CB Trigger,45000,2013,Individual,1st owner,20000,76572.0
347,Suzuki,Suzuki Access 125,70000,2018,Individual,1st owner,7000,76632.0
348,Honda,Honda CB Unicorn 160,75000,2016,Individual,1st owner,40000,77545.0
349,Honda,Honda CB Unicorn 160,50000,2017,Individual,1st owner,52000,77545.0
350,Honda,Honda CB Unicorn 160,45000,2015,Individual,1st owner,15000,77545.0
351,Vespa,Vespa LX 125,50000,2015,Individual,1st owner,3909,77900.0
352,Suzuki,Suzuki Gixxer [2014-2018],55000,2015,Individual,1st owner,25000,78316.0
353,Suzuki,Suzuki Gixxer [2014-2018],62000,2017,Individual,1st owner,15000,78316.0
354,Suzuki,Suzuki Gixxer [2014-2018],45000,2015,Individual,1st owner,40000,78316.0
355,Hero,Hero Xtreme Sports,43000,2016,Individual,2nd owner,50000,78350.0
356,Hero,Hero Xtreme Sports,22000,2014,Individual,1st owner,99000,78350.0
357,Hero,Hero Xtreme Sports,65000,2017,Individual,1st owner,23000,78350.0
358,Hero,Hero Hunk,45000,2014,Individual,1st owner,41000,78513.0
359,Hero,Hero Hunk,20000,2010,Individual,1st owner,35000,78513.0
360,Hero,Hero Hunk,35000,2013,Individual,1st owner,50000,78513.0
361,Hero,Hero Hunk,35000,2016,Individual,1st owner,32000,78513.0
362,Hero,Hero Extreme,65000,2015,Individual,1st owner,16000,78700.0
363,Hero,Hero Extreme,55000,2016,Individual,1st owner,15000,78700.0
364,Hero,Hero Honda CBZ extreme,38000,2013,Individual,1st owner,75000,78700.0
365,Hero,Hero  CBZ Xtreme,20000,2010,Individual,1st owner,50000,78700.0
366,Yamaha,Yamaha FZ16,35000,2015,Individual,1st owner,32000,78712.0
367,Yamaha,Yamaha FZ16,30000,2009,Individual,2nd owner,26000,78712.0
368,Yamaha,Yamaha FZ16,35000,2012,Individual,2nd owner,29000,78712.0
369,Yamaha,Yamaha FZ16,48000,2016,Individual,1st owner,20000,78712.0
370,Yamaha,Yamaha FZ16,27000,2011,Individual,1st owner,67000,78712.0
371,Yamaha,Yamaha FZ16,25000,2008,Individual,1st owner,40000,78712.0
372,Yamaha,Yamaha FZ16,20000,2009,Individual,1st owner,50000,78712.0
373,Yamaha,Yamaha FZ16,30000,2011,Individual,1st owner,44000,78712.0
374,Yamaha,Yamaha FZ16,30000,2010,Individual,1st owner,70000,78712.0
375,Yamaha,Yamaha FZ16,60000,2016,Individual,1st owner,29950,78712.0
376,Yamaha,Yamaha FZ16,45000,2016,Individual,1st owner,37000,78712.0
377,Yamaha,Yamaha FZ16,40000,2016,Individual,1st owner,93000,78712.0
378,Honda,Honda CB Unicorn 160,75000,2015,Individual,1st owner,100000,79233.0
379,Yamaha,Yamaha FZ S [2012-2016],38000,2013,Individual,1st owner,75000,79432.0
380,Yamaha,Yamaha FZ S [2012-2016],42000,2013,Individual,1st owner,60000,79432.0
381,Yamaha,Yamaha FZ S [2012-2016],40000,2014,Individual,1st owner,27785,79432.0
382,Yamaha,Yamaha FZ S [2012-2016],40000,2011,Individual,1st owner,82000,79432.0
383,Yamaha,Yamaha FZ S [2012-2016],60000,2014,Individual,1st owner,68000,79432.0
384,Yamaha,Yamaha FZ S [2012-2016],45000,2016,Individual,2nd owner,20000,79432.0
385,Yamaha,Yamaha FZ S [2012-2016],45000,2015,Individual,1st owner,24000,79432.0
386,Bajaj,Bajaj Avenger 150,75000,2018,Individual,1st owner,7000,80000.0
387,Bajaj,Bajaj Avenger 150 street,60000,2018,Individual,1st owner,20000,80000.0
388,Hero,Hero Xtreme Sports,50000,2014,Individual,1st owner,80000,80350.0
389,Hero,Hero Xtreme Sports,58000,2016,Individual,1st owner,21000,80350.0
390,Bajaj,Bajaj Avenger Street 150 [2018],50000,2016,Individual,1st owner,40000,80435.0
391,Bajaj,Bajaj Avenger Street 150 [2018],50000,2016,Individual,1st owner,32000,80435.0
392,Bajaj,Bajaj Avenger Street 150 [2018],40000,2016,Individual,1st owner,29689,80435.0
393,Bajaj,Bajaj Avenger Street 150 [2018],60000,2016,Individual,2nd owner,23097,80435.0
394,Bajaj,Bajaj Avenger Street 150 [2018],60000,2016,Individual,1st owner,45137,80435.0
395,Bajaj,Bajaj Avenger Street 150 [2018],75000,2016,Individual,1st owner,35000,80435.0
396,Bajaj,Bajaj Avenger Street 150 [2018],80000,2017,Individual,1st owner,30000,80435.0
397,Bajaj,Bajaj Avenger Street 150 [2018],60000,2017,Individual,1st owner,30000,80435.0
398,Bajaj,Bajaj Avenger Street 150 [2018],60000,2016,Individual,2nd owner,27000,80435.0
399,Bajaj,Bajaj Avenger Street 150 [2018],60000,2016,Individual,1st owner,25000,80435.0
400,Bajaj,Bajaj Pulsar AS150,50000,2015,Individual,1st owner,5000,80821.0
401,Bajaj,Bajaj Pulsar AS150,55000,2017,Individual,2nd owner,20000,80821.0
402,TVS,TVS Apache RTR 160,65000,2019,Individual,1st owner,11800,81000.0
403,TVS,TVS Apache RTR 160,60000,2014,Individual,1st owner,19000,81000.0
404,TVS,TVS Apache RTR 160,42000,2016,Individual,1st owner,42000,81000.0
405,Yamaha,Yamaha FZ V 2.0,60000,2014,Individual,1st owner,41311,81508.0
406,Yamaha,Yamaha FZ V 2.0,35000,2014,Individual,1st owner,13500,81508.0
407,Yamaha,Yamaha FZ V 2.0,60000,2018,Individual,1st owner,25000,81508.0
408,Yamaha,Yamaha FZ V 2.0,60000,2016,Individual,1st owner,45420,81508.0
409,Yamaha,Yamaha FZ 16,75000,2017,Individual,1st owner,18000,82000.0
410,TVS,TVS Apache RTR 180,50000,2013,Individual,1st owner,6000,82600.0
411,TVS,TVS Apache RTR 180,45000,2016,Individual,1st owner,23000,82600.0
412,Suzuki,Suzuki Gixxer [2014-2018],69000,2017,Individual,1st owner,20000,82813.0
413,Yamaha,Yamaha FZ S ,40000,2014,Individual,1st owner,5500,83000.0
414,Honda,Honda CB Hornet 160R,70000,2017,Individual,1st owner,28000,83340.0
415,Honda,Honda CB Trigger,45000,2015,Individual,1st owner,36000,83437.0
416,Honda,Honda CB Trigger,40000,2014,Individual,1st owner,75000,83437.0
417,Yamaha,Yamaha FZ S V 2.0,78000,2019,Individual,1st owner,5000,84000.0
418,Yamaha,Yamaha FZ  v 2.0,60000,2017,Individual,1st owner,29000,84000.0
419,Yamaha,Yamaha FZ  v 2.0,60000,2018,Individual,1st owner,25000,84000.0
420,Yamaha,Yamaha FZ S V 2.0,55000,2017,Individual,1st owner,58000,84000.0
421,Yamaha,Yamaha FZ S V 2.0,48000,2017,Individual,1st owner,23000,84000.0
422,Yamaha,Yamaha FZ S V 2.0,85000,2018,Individual,1st owner,8000,84042.0
423,Yamaha,Yamaha FZ S V 2.0,50000,2015,Individual,1st owner,20000,84042.0
424,Yamaha,Yamaha FZ S V 2.0,60000,2015,Individual,2nd owner,17500,84042.0
425,Yamaha,Yamaha FZ S V 2.0,50000,2014,Individual,1st owner,70000,84042.0
426,Yamaha,Yamaha FZ S V 2.0,40000,2015,Individual,1st owner,25000,84042.0
427,Yamaha,Yamaha FZ S V 2.0,60000,2017,Individual,1st owner,14500,84042.0
428,Yamaha,Yamaha FZ S V 2.0,75000,2017,Individual,1st owner,20000,84042.0
429,Yamaha,Yamaha FZ S V 2.0,65000,2017,Individual,1st owner,42000,84042.0
430,Suzuki,Suzuki Gixxer [2014-2018],60000,2016,Individual,1st owner,16000,84246.0
431,Yamaha,Yamaha FZ S V 2.0,78000,2017,Individual,1st owner,26100,84480.0
432,Yamaha,Yamaha Fazer [2009-2016],40000,2013,Individual,3rd owner,35000,84751.0
433,Yamaha,Yamaha Fazer [2009-2016],40000,2012,Individual,1st owner,7353,84751.0
434,Yamaha,Yamaha Fazer [2009-2016],45000,2014,Individual,1st owner,57700,84751.0
435,Yamaha,Yamaha Fazer [2009-2016],25000,2013,Individual,1st owner,120000,84751.0
436,Yamaha,Yamaha Fazer [2009-2016],50000,2012,Individual,1st owner,100000,84751.0
437,Yamaha,Yamaha Fazer [2009-2016],35000,2011,Individual,1st owner,15500,84751.0
438,Yamaha,Yamaha Fazer [2009-2016],40000,2013,Individual,1st owner,34500,84751.0
439,Bajaj,Bajaj Pulsar 180,15000,2008,Individual,1st owner,55000,85011.0
440,Bajaj,Bajaj Pulsar 180,25000,2007,Individual,1st owner,80000,85011.0
441,Bajaj,Bajaj Pulsar 180,35000,2012,Individual,1st owner,45000,85011.0
442,Bajaj,Bajaj Pulsar 180,30000,2008,Individual,2nd owner,60000,85011.0
443,Bajaj,Bajaj Pulsar 180,32000,2012,Individual,1st owner,40000,85011.0
444,Bajaj,Bajaj Pulsar 180,50000,2017,Individual,1st owner,20500,85011.0
445,Bajaj,Bajaj Pulsar 180,42000,2014,Individual,2nd owner,19600,85011.0
446,Bajaj,Bajaj Pulsar 180,38000,2012,Individual,2nd owner,57000,85011.0
447,Bajaj,Bajaj Pulsar 180,14900,2007,Individual,1st owner,50000,85011.0
448,Bajaj,Bajaj Pulsar 180,65000,2018,Individual,1st owner,26000,85011.0
449,Bajaj,Bajaj Pulsar 180,60000,2015,Individual,1st owner,28563,85011.0
450,Bajaj,Bajaj Pulsar 180,40000,2013,Individual,1st owner,34000,85011.0
451,Bajaj,Bajaj Pulsar 180,35000,2009,Individual,1st owner,19000,85011.0
452,Bajaj,Bajaj Pulsar 180,20100,2008,Individual,1st owner,36000,85011.0
453,Bajaj,Bajaj Pulsar 180,85000,2016,Individual,1st owner,35000,85011.0
454,Bajaj,Bajaj Pulsar 180,25000,2011,Individual,1st owner,43000,85011.0
455,Bajaj,Bajaj Pulsar 180,50000,2014,Individual,1st owner,30000,85011.0
456,Bajaj,Bajaj Pulsar 180,30000,2009,Individual,1st owner,17500,85011.0
457,Bajaj,Bajaj Pulsar 180,72000,2017,Dealer,1st owner,7850,85011.0
458,Bajaj,Bajaj Pulsar 180,50000,2010,Individual,1st owner,70000,85011.0
459,Hero,Hero Karizma [2003-2014],50000,2013,Individual,1st owner,38000,85766.0
460,Hero,Hero Karizma [2003-2014],50000,2013,Individual,1st owner,38000,85766.0
461,Hero,Hero Karizma 2014,35000,2013,Individual,1st owner,26000,86744.0
462,Hero,Hero Karizma 2014,40000,2013,Individual,1st owner,30000,86744.0
463,Hero,Hero Karizma 2014,30000,2014,Individual,2nd owner,51000,86744.0
464,Hero,Hero Karizma 2014,45000,2014,Individual,1st owner,5555,86744.0
465,Hero,Hero Karizma 2014,25000,2015,Individual,1st owner,40000,86744.0
466,Honda,Honda CB Hornet 160R,80000,2019,Individual,1st owner,3000,87000.0
467,Honda,Honda CB Hornet 160R,75000,2019,Individual,1st owner,11000,87000.0
468,Honda,Honda CB Hornet 160R,60000,2018,Individual,1st owner,15000,87000.0
469,Yamaha,Yamaha FZ S V 2.0,50000,2016,Individual,1st owner,40000,87042.0
470,Yamaha,Yamaha FZ S V 2.0,80000,2019,Individual,1st owner,10000,87042.0
471,Yamaha,Yamaha FZ S V 2.0,85000,2018,Individual,1st owner,50000,87042.0
472,Yamaha,Yamaha FZ S V 2.0,90000,2018,Individual,1st owner,10500,87042.0
473,Honda,Honda CB Hornet 160R,55000,2017,Individual,1st owner,14000,87543.0
474,Honda,Honda CB Hornet 160R,56000,2017,Individual,2nd owner,13200,87543.0
475,Honda,Honda CB Hornet 160R,70000,2017,Individual,1st owner,38000,87543.0
476,Honda,Honda CB Hornet 160R,78500,2018,Individual,1st owner,17000,87719.0
477,Honda,Honda CB Hornet 160R,70000,2017,Individual,1st owner,35000,87719.0
478,Honda,Honda CB Hornet 160R,80000,2017,Individual,1st owner,18000,87719.0
479,Honda,Honda CB Hornet 160R,70000,2017,Individual,1st owner,35000,87719.0
480,Yamaha,Yamaha Fazer ,50000,2016,Individual,1st owner,8000,88000.0
481,Honda,Honda CB Hornet 160R,65000,2016,Individual,1st owner,30000,88161.0
482,Honda,Honda CB Hornet 160R,54786,2016,Individual,1st owner,25000,88161.0
483,Honda,Honda CB Hornet 160R,48000,2016,Individual,2nd owner,25000,88161.0
484,Yamaha,Yamaha Fazer FI V 2.0 [2016-2018],65000,2015,Individual,1st owner,23000,89643.0
485,Yamaha,Yamaha Fazer FI V 2.0 [2016-2018],65000,2018,Individual,1st owner,3500,89643.0
486,Bajaj,Bajaj Pulsar AS200,65000,2015,Individual,1st owner,15856,92074.0
487,Bajaj,Bajaj Pulsar AS200,60000,2015,Individual,1st owner,50000,92074.0
488,Bajaj,Bajaj Pulsar AS200,45000,2015,Individual,1st owner,48000,92074.0
489,Bajaj,Bajaj Pulsar AS200,65000,2015,Individual,1st owner,33000,92074.0
490,Honda,Honda CB Hornet 160R,60000,2017,Individual,1st owner,16500,92210.0
491,Honda,Honda CB Hornet 160R,60000,2017,Individual,2nd owner,16008,92210.0
492,Honda,Honda CB Hornet 160R,70000,2017,Individual,1st owner,240000,92210.0
493,Honda,Honda CB Hornet 160R,70000,2017,Individual,1st owner,13000,92210.0
494,Honda,Honda CB Hornet 160R,80000,2016,Individual,1st owner,100000,92661.0
495,Honda,Honda CB Hornet 160R,75000,2016,Individual,1st owner,72000,92661.0
496,Honda,Honda CB Hornet 160R,70000,2018,Individual,1st owner,7000,92661.0
497,Hero,Hero Xtreme 200R,87000,2019,Individual,1st owner,3200,93400.0
498,Hero,Hero Xtreme 200R,86000,2018,Individual,1st owner,12000,93400.0
499,Bajaj,Bajaj Pulsar 220 F,52000,2012,Individual,1st owner,45000,94000.0
500,Bajaj,Bajaj Pulsar 220 F,51000,2018,Individual,1st owner,24000,94000.0
501,Honda,Honda CB Hornet 160R,95000,2019,Individual,1st owner,8000,94703.0
502,Bajaj,Bajaj Avenger 220,90000,2019,Individual,1st owner,1300,95000.0
503,Bajaj,Bajaj Avenger 220,75000,2019,Individual,1st owner,3500,95000.0
504,Bajaj,Bajaj Avenger 220,72000,2018,Individual,1st owner,500,95000.0
505,Bajaj,Bajaj Avenger 220 dtsi,60000,2017,Individual,1st owner,16600,95000.0
506,Bajaj,Bajaj Avenger Street 220,45000,2013,Individual,1st owner,24000,95000.0
507,Bajaj,Bajaj Avenger 220 dtsi,45000,2012,Individual,1st owner,27000,95000.0
508,Bajaj,Bajaj Avenger Street 220,80000,2018,Individual,1st owner,21178,95955.0
509,Bajaj,Bajaj Avenger Street 220,80000,2016,Individual,1st owner,7200,95955.0
510,Bajaj,Bajaj Avenger Street 220,60000,2016,Individual,1st owner,29000,95955.0
511,Bajaj,Bajaj Avenger Street 220,95000,2018,Individual,1st owner,23000,95955.0
512,Bajaj,Bajaj Avenger Street 220,60000,2016,Individual,1st owner,17000,95955.0
513,Bajaj,Bajaj Avenger Street 220,75000,2018,Individual,1st owner,12000,95955.0
514,Hero,Hero Xpulse 200T,105000,2019,Individual,1st owner,2900,96500.0
515,Bajaj,Bajaj Pulsar  NS 200,60000,2016,Individual,1st owner,25000,99000.0
516,Bajaj,Bajaj Pulsar NS 200,50000,2014,Individual,1st owner,13000,99000.0
517,Bajaj,Bajaj Pulsar NS 200,50000,2015,Individual,1st owner,45000,99000.0
518,Bajaj,Bajaj Pulsar NS 200,45000,2014,Individual,1st owner,14500,99000.0
519,Suzuki,Suzuki Gixxer SF Fi,100000,2019,Individual,1st owner,7000,103170.0
520,Honda,Honda Karizma,35000,2013,Individual,1st owner,30000,105000.0
521,Honda,Honda Karizma,31000,2012,Individual,1st owner,213000,105000.0
522,Hero,Hero Xpulse 200,90000,2019,Individual,1st owner,8600,107500.0
523,Hero,Hero Xpulse 200,100000,2019,Individual,1st owner,8500,107500.0
524,Hero,Hero Xpulse 200,98000,2019,Individual,1st owner,8500,107500.0
525,Hero,Hero Karizma ZMR,37000,2010,Individual,1st owner,27500,108000.0
526,Hero,Hero Karizma ZMR,75000,2015,Individual,1st owner,11000,108000.0
527,Hero,Hero Karizma ZMR,43000,2012,Individual,2nd owner,63000,108000.0
528,Suzuki,Suzuki Intruder 150 Fi,100000,2018,Individual,1st owner,14500,110240.0
529,Royal,Royal Enfield Bullet 350,105000,2018,Individual,1st owner,6000,117000.0
530,Yamaha,Yamaha YZF R15 S,40000,2010,Individual,2nd owner,45000,117926.0
531,Yamaha,Yamaha YZF R15 S,70000,2016,Individual,1st owner,8000,117926.0
532,Yamaha,Yamaha YZF R15 S,85000,2017,Individual,1st owner,13000,117926.0
533,Yamaha,Yamaha YZF R15 S,85000,2016,Individual,1st owner,26000,117926.0
534,Yamaha,Yamaha YZF R15 S,70000,2017,Individual,1st owner,16000,117926.0
535,Yamaha,Yamaha YZF R15 S,75000,2018,Individual,1st owner,36000,117926.0
536,Yamaha,Yamaha YZF R15 [2011-2018],65000,2013,Individual,1st owner,11000,118997.0
537,Yamaha,Yamaha YZF R15 [2011-2018],60000,2012,Individual,1st owner,22000,118997.0
538,Yamaha,Yamaha YZF R15 [2011-2018],80000,2017,Individual,1st owner,27000,118997.0
539,Yamaha,Yamaha YZF R15 [2011-2018],50000,2014,Individual,1st owner,1200,118997.0
540,Yamaha,Yamaha YZF R15 [2011-2018],80000,2013,Dealer,1st owner,30000,118997.0
541,Honda,Honda CBR 150,65000,2016,Individual,1st owner,23500,120000.0
542,Honda,Honda CBR 150,60000,2015,Individual,1st owner,32000,120000.0
543,Bajaj,Bajaj Pulsar RS200,105000,2018,Individual,1st owner,5700,126000.0
544,Honda,Honda CBR150 R,110000,2017,Individual,1st owner,11800,129662.0
545,Honda,Honda CBR150 R,77000,2014,Individual,1st owner,38000,132513.0
546,Yamaha,Yamaha FZ25,120000,2018,Individual,1st owner,39000,132680.0
547,Yamaha,Yamaha FZ25,120000,2017,Individual,1st owner,9000,132680.0
548,Yamaha,Yamaha FZ25,130000,2017,Individual,1st owner,4000,132680.0
549,Yamaha,Yamaha FZ25,90000,2018,Individual,1st owner,8200,132680.0
550,Yamaha,Yamaha FZ25,150000,2019,Individual,1st owner,2500,133680.0
551,Yamaha,Yamaha FZ25,110000,2019,Individual,1st owner,10000,133680.0
552,Yamaha,Yamaha FZ25,145000,2019,Individual,1st owner,4500,133680.0
553,Mahindra,Mahindra Mojo XT300,115000,2018,Individual,1st owner,35000,140000.0
554,Yamaha,Yamaha Fazer 25,115000,2018,Individual,1st owner,11000,142680.0
555,Yamaha,Yamaha Fazer 25,120000,2018,Individual,1st owner,6000,142680.0
556,Yamaha,Yamaha Fazer 25,145000,2018,Individual,2nd owner,4100,142680.0
557,Yamaha,Yamaha YZF R15 V3,170000,2019,Individual,1st owner,1400,146400.0
558,Royal,Royal Enfield Classic 350,135000,2019,Individual,1st owner,4100,147000.0
559,Royal,Royal Enfield Classic 350,120000,2019,Individual,1st owner,11000,147000.0
560,Royal,Royal Enfield Classic 350,115000,2017,Individual,1st owner,17000,147000.0
561,Royal,Royal Enfield Classic 350,111000,2017,Individual,1st owner,17500,147000.0
562,Royal,Royal Enfield Classic 350,110000,2015,Individual,1st owner,33000,147000.0
563,Royal,Royal Enfield Classic 350,110000,2017,Individual,1st owner,26000,147000.0
564,Royal,Royal Enfield Classic 350,100000,2015,Individual,1st owner,46500,147000.0
565,Royal,Royal Enfield Classic Gunmetal Grey,150000,2018,Individual,1st owner,12000,148114.0
566,Royal,Royal Enfield Classic Gunmetal Grey,150000,2018,Individual,1st owner,23000,148114.0
567,Royal,Royal Enfield Classic Gunmetal Grey,140000,2018,Individual,1st owner,22000,148114.0
568,Royal,Royal Enfield Classic Gunmetal Grey,135000,2018,Individual,1st owner,6100,148114.0
569,Royal,Royal Enfield Classic Gunmetal Grey,180000,2018,Individual,1st owner,5814,148114.0
570,Royal,Royal Enfield Classic Gunmetal Grey,140000,2018,Individual,1st owner,14000,148114.0
571,Royal,Royal Enfield Thunder 350,125000,2015,Individual,1st owner,15000,150000.0
572,Royal,Royal Enfield Thunder 350,120000,2018,Individual,1st owner,18000,150000.0
573,Royal,Royal Enfield Thunder 350,115000,2018,Individual,1st owner,8700,150000.0
574,Royal,Royal Enfield Thunder 350,105000,2013,Individual,1st owner,6900,150000.0
575,Royal,Royal Enfield Classic Gunmetal Grey,190000,2020,Individual,1st owner,500,155740.0
576,Royal,Royal Enfield Classic 500,100000,2013,Individual,1st owner,18000,156304.0
577,Bajaj,Bajaj Dominar 400,145000,2019,Individual,1st owner,1200,160000.0
578,Bajaj,Bajaj Dominar 400 [2018],170000,2018,Individual,1st owner,16000,163331.0
579,Bajaj,Bajaj Dominar 400 [2018],150000,2018,Individual,1st owner,5475,163331.0
580,Royal,Royal Enfield Thunderbird 350X,165000,2019,Individual,1st owner,3700,164004.0
581,Royal,Royal Enfield Thunderbird 350X,145000,2019,Individual,1st owner,2700,164004.0
582,Royal,Royal Enfield Classic Signals,195000,2018,Individual,1st owner,2845,164095.0
583,Royal,Royal Enfield Bullet 500,130000,2015,Individual,1st owner,34601,168482.0
584,Benelli,Benelli TNT 25,160000,2017,Individual,1st owner,2009,170994.0
585,Honda,Honda CBR-250R,85000,2014,Individual,2nd owner,18600,171646.0
586,Honda,Honda CBR-250R,100000,2011,Individual,2nd owner,3500,171646.0
587,Royal,Royal Enfield Classic 500,95000,2014,Individual,1st owner,11500,175000.0
588,Royal,Royal Enfield Classic 500,90000,2011,Individual,1st owner,40000,175000.0
589,KTM,KTM RC200,165000,2019,Individual,1st owner,4000,178000.0
590,KTM,KTM RC200,120000,2018,Individual,1st owner,6000,178000.0
591,UM,UM Renegade Commando,160000,2018,Individual,1st owner,7000,180525.0
592,UM,UM Renegade Commando,140000,2017,Individual,2nd owner,40000,180525.0
593,Royal,Royal Enfield Classic Desert Storm,150000,2017,Individual,1st owner,16500,181445.0
594,Royal,Royal Enfield Classic Desert Storm,100000,2012,Individual,1st owner,15000,181445.0
595,Royal,Royal Enfield Classic Desert Storm,130000,2015,Individual,2nd owner,25000,181445.0
596,Royal,Royal Enfield Classic Squadron Blue,140000,2017,Individual,1st owner,25000,181445.0
597,Royal,Royal Enfield Classic Desert Storm,150000,2015,Individual,1st owner,23000,181445.0
598,UM,UM Renegade Mojave,170000,2019,Individual,1st owner,1400,182000.0
599,Royal,Royal Enfield Classic Chrome,135000,2015,Individual,1st owner,45000,189313.0
600,Royal,Royal Enfield Classic Chrome,185000,2015,Individual,2nd owner,5000,189313.0
601,Royal,Royal Enfield Thunder 500,175000,2018,Individual,1st owner,3000,190000.0
602,Royal,Royal Enfield Thunder 500,110000,2017,Individual,1st owner,14000,190000.0
603,Royal,Royal Enfield Thunder 500,105000,2015,Individual,1st owner,5400,190000.0
604,Royal,Royal Enfield Thunderbird 500,125000,2014,Individual,1st owner,25000,190874.0
605,Mahindra,Mahindra Mojo XT300,165000,2017,Individual,1st owner,1933,195500.0
606,Royal,Royal Enfield Thunderbird 500X,185000,2018,Individual,1st owner,1500,198605.0
607,Honda,Honda CBR-250R,100000,2014,Individual,1st owner,19000,199275.0
608,KTM,KTM 390 Duke ABS [2013-2016],130000,2015,Individual,1st owner,50000,202127.0
609,KTM,KTM 390 Duke ABS [2013-2016],180000,2015,Individual,2nd owner,13125,202127.0
610,Honda,Honda CBR-250R,120000,2016,Individual,1st owner,16000,202310.0
611,Honda,Honda CBR-250R,200000,2019,Individual,1st owner,5500,202310.0
612,Royal,Royal Enfield Classic Stealth Black,160000,2018,Individual,1st owner,7500,204977.0
613,Royal,Royal Enfield Continental GT [2013 - 2018],110000,2014,Individual,1st owner,12077,208902.0
614,KTM,KTM RC390,135000,2017,Individual,1st owner,21700,237000.0
615,KTM,KTM 390 Duke ,115000,2016,Individual,1st owner,7000,240000.0
616,Kawasaki,Kawasaki Ninja 250R,125000,2010,Individual,2nd owner,21000,317934.0
617,Hyosung,Hyosung GT250R,135000,2016,Individual,2nd owner,16500,345000.0
618,BMW,BMW G310GS,300000,2018,Individual,1st owner,2500,349000.0
619,Yamaha,Yamaha YZF R3,365000,2019,Individual,1st owner,1127,351680.0
620,Kawasaki,Kawasaki Ninja 300,300000,2016,Individual,1st owner,9800,360000.0
621,Harley,Harley-Davidson Street 750,330000,2014,Individual,4th owner,6500,534000.0
622,Kawasaki,Kawasaki Ninja 650 [2018-2019],300000,2011,Individual,1st owner,12000,589000.0
623,Kawasaki,Kawasaki Ninja 650 [2018-2019],425000,2017,Individual,2nd owner,13600,599000.0
624,Suzuki,Suzuki GSX S750,760000,2019,Individual,1st owner,2800,752020.0
625,Harley,Harley-Davidson Street Bob,750000,2013,Individual,2nd owner,12000,1278000.0
